"source","term_name","term_id","adjusted_p_value","negative_log10_of_adjusted_p_value","term_size","query_size","intersection_size","effective_domain_size","intersections"
"GO:BP","neuron projection regeneration","GO:0031102","1","0","27","544","3","15922","SCARF1,RTN4RL1,DHFR"
"GO:BP","regulation of cellular biosynthetic process","GO:0031326","1","0","3224","544","115","15922","IRF1,MYOZ2,IL31RA,PSME2,AIM2,LBH,ASCL2,CD40,CD74,CIITA,ETV7,PSMB9,CD38,TBX21,CXCL10,NOD2,CEACAM1,PID1,PLEK,HGF,RHEBL1,NLRC5,PSME1,ACOD1,BATF2,CHRD,EGR2,PDK4,ATF3,TNFRSF11A,PADI2,STAT1,JAK2,CX3CR1,PSMB10,H2AC19,AGT,ADAM8,PIM1,IFI27,TESC,RIPK2,TLR8,E2F2,ONECUT2,E2F8,OVOL1,BATF3,SLC11A1,STAT2,BHLHE41,IL27,PSMB8,E2F1,XRN1,CD28,MYBL2,CAMK2D,CASZ1,NECAB2,KLF4,SSBP3,TOX2,GHRL,MUC1,ARNTL2,RRM2,SAMD4A,TNFSF18,CD80,SOAT1,TYMS,CDC45,TAL1,EPAS1,TRIM22,PML,CDC6,PKIB,ZNF367,C3,ATP8B1,ZC3H12A,TICRR,JAK3,PARP10,CYLD,EBF4,P2RX4,DAB2,RAPGEF2,ZNFX1,ATF5,IRF7,DSCC1,CARD16,HELLS,ESCO2,CDT1,LRP5,CDH5,ADORA3,EDN1,NCF1,DTX3L,MIR503,BIRC5,SLC45A3,DHFR,SBNO2,BRCA1,TRIM31,MAFF,MICAL2,CCNA2"
"GO:BP","positive regulation of cellular biosynthetic process","GO:0031328","1","0","1604","544","61","15922","IRF1,IL31RA,LBH,ASCL2,CD40,CD74,CIITA,CD38,TBX21,CXCL10,NOD2,PID1,HGF,NLRC5,EGR2,ATF3,PADI2,STAT1,JAK2,AGT,TESC,RIPK2,TLR8,E2F2,ONECUT2,E2F8,SLC11A1,STAT2,IL27,E2F1,CD28,MYBL2,CASZ1,KLF4,SSBP3,TOX2,MUC1,ARNTL2,SAMD4A,CD80,SOAT1,TAL1,EPAS1,PKIB,ZC3H12A,EBF4,P2RX4,DAB2,ATF5,IRF7,DSCC1,CDT1,LRP5,EDN1,NCF1,DTX3L,SLC45A3,SBNO2,BRCA1,MAFF,MICAL2"
"GO:BP","negative regulation of protein ubiquitination","GO:0031397","1","0","69","544","2","15922","PARP10,DTX3L"
"GO:BP","regulation of protein ubiquitination","GO:0031396","1","0","174","544","8","15922","LRRK2,SEPTIN4,NOD2,RIPK2,PARP10,DTX3L,FAM107A,BRCA1"
"GO:BP","positive regulation of prostaglandin biosynthetic process","GO:0031394","1","0","4","544","1","15922","CD74"
"GO:BP","regulation of prostaglandin biosynthetic process","GO:0031392","1","0","9","544","1","15922","CD74"
"GO:BP","negative regulation of defense response","GO:0031348","1","0","192","544","13","15922","SERPING1,HLA-F,CEACAM1,HLA-B,NLRC5,HLA-E,ACOD1,TRAFD1,KLF4,GHRL,MEFV,ZC3H12A,CDH5"
"GO:BP","positive regulation of cell projection organization","GO:0031346","1","0","263","544","10","15922","ATP1B2,P2RX7,SYT1,NRP1,SCARF1,PLXNA2,RAPGEF2,ENPP2,ANLN,C21ORF91"
"GO:BP","negative regulation of cell projection organization","GO:0031345","1","0","122","544","4","15922","SEMA6B,RAPGEF2,STAP1,RTN4RL1"
"GO:BP","regulation of cell projection organization","GO:0031344","1","0","479","544","18","15922","ATP1B2,P2RX7,LRRK2,SYT1,EPHB3,NRP1,SEMA6B,SCARF1,PLXNA2,ATP8B1,CYLD,RAPGEF2,STAP1,ENPP2,RTN4RL1,SDC2,ANLN,C21ORF91"
"GO:BP","positive regulation of cell killing","GO:0031343","1","0","45","544","7","15922","IL12RB1,HLA-F,KLRK1,HLA-E,SLAMF6,STAP1,CD1A"
"GO:BP","negative regulation of cell killing","GO:0031342","1","0","16","544","4","15922","HLA-F,CEACAM1,HLA-B,HLA-E"
"GO:BP","negative regulation of vesicle fusion","GO:0031339","1","0","2","544","1","15922","PRRT2"
"GO:BP","regulation of vesicle fusion","GO:0031338","1","0","20","544","1","15922","PRRT2"
"GO:BP","positive regulation of protein-containing complex assembly","GO:0031334","1","0","227","544","10","15922","GBP5,AIM2,WARS1,PLEK,BCL2L11,TAL1,SCIN,CDT1,CDH5,PMAIP1"
"GO:BP","negative regulation of protein-containing complex assembly","GO:0031333","1","0","102","544","5","15922","PRRT2,MEFV,SCIN,CDH5,TMSB10"
"GO:BP","positive regulation of cellular catabolic process","GO:0031331","1","0","324","544","15","15922","P2RX7,CALCOCO2,LRRK2,OPTN,NUB1,ADAM8,TRIM22,RNF19B,MEFV,ZC3H12A,DAB2,RALB,GTPBP1,SESN3,DTX3L"
"GO:BP","negative regulation of cellular catabolic process","GO:0031330","1","0","221","544","7","15922","LRRK2,LAMP3,HGF,ATP13A2,SLC11A1,E2F1,PML"
"GO:BP","regulation of cellular catabolic process","GO:0031329","1","0","746","544","30","15922","PSME2,P2RX7,CALCOCO2,LRRK2,PSMB9,LAMP3,HGF,ATP13A2,PSME1,OPTN,PSMB10,NUB1,ADAM8,SLC11A1,ATP6V0D2,PSMB8,E2F1,XRN1,SAMD4A,TRIM22,PML,RNF19B,MEFV,ZC3H12A,DAB2,DRAM1,RALB,GTPBP1,SESN3,DTX3L"
"GO:BP","negative regulation of cellular biosynthetic process","GO:0031327","1","0","1365","544","45","15922","IRF1,MYOZ2,LBH,ASCL2,CIITA,ETV7,CD38,TBX21,CEACAM1,PID1,PLEK,ATF3,STAT1,H2AC19,IFI27,E2F2,E2F8,OVOL1,BATF3,BHLHE41,E2F1,XRN1,KLF4,GHRL,MUC1,SAMD4A,TYMS,CDC45,PML,CDC6,ATP8B1,ZC3H12A,JAK3,DAB2,RAPGEF2,ZNFX1,ATF5,IRF7,HELLS,EDN1,MIR503,BIRC5,DHFR,SBNO2,BRCA1"
"GO:BP","regeneration","GO:0031099","1","0","65","544","3","15922","SCARF1,RTN4RL1,DHFR"
"GO:BP","stress-activated protein kinase signaling cascade","GO:0031098","1","0","270","544","12","15922","NOD2,TNFRSF11A,RIPK2,FAS,SCIMP,ZC3H12A,CYLD,EDN1,SLAMF1,NCF1,NRK,GADD45B"
"GO:BP","regulation of histone deacetylation","GO:0031063","1","0","19","544","1","15922","CAMK2D"
"GO:BP","cortical actin cytoskeleton organization","GO:0030866","1","0","29","544","2","15922","PLEK,ANLN"
"GO:BP","cortical cytoskeleton organization","GO:0030865","1","0","43","544","3","15922","PLEK,RHOBTB3,ANLN"
"GO:BP","positive regulation of epithelial cell differentiation","GO:0030858","1","0","50","544","2","15922","PLAAT4,CDH5"
"GO:BP","negative regulation of epithelial cell differentiation","GO:0030857","1","0","30","544","2","15922","STAT1,MMP9"
"GO:BP","regulation of epithelial cell differentiation","GO:0030856","1","0","114","544","6","15922","PLAAT4,CEACAM1,STAT1,MMP9,CDH5,MAFF"
"GO:BP","epithelial cell differentiation","GO:0030855","1","0","557","544","18","15922","PLAAT4,CEACAM1,STAT1,MTSS1,E2F8,OVOL1,NRP1,ICAM1,MAF,DAB2,RAPGEF2,MMP9,CDH5,MARVELD2,DHRS9,CDK1,GSTK1,MAFF"
"GO:BP","positive regulation of granulocyte differentiation","GO:0030854","1","0","6","544","1","15922","TESC"
"GO:BP","negative regulation of granulocyte differentiation","GO:0030853","1","0","4","544","1","15922","CEACAM1"
"GO:BP","regulation of granulocyte differentiation","GO:0030852","1","0","10","544","2","15922","CEACAM1,TESC"
"GO:BP","granulocyte differentiation","GO:0030851","1","0","20","544","3","15922","CEACAM1,TESC,TAL1"
"GO:BP","phospholipase C-inhibiting G protein-coupled receptor signaling pathway","GO:0030845","1","0","1","544","1","15922","PLEK"
"GO:BP","positive regulation of actin filament polymerization","GO:0030838","1","0","83","544","1","15922","SCIN"
"GO:BP","negative regulation of actin filament polymerization","GO:0030837","1","0","41","544","2","15922","SCIN,TMSB10"
"GO:BP","positive regulation of actin filament depolymerization","GO:0030836","1","0","12","544","1","15922","PLEK"
"GO:BP","negative regulation of actin filament depolymerization","GO:0030835","1","0","22","544","1","15922","SCIN"
"GO:BP","regulation of actin filament depolymerization","GO:0030834","1","0","30","544","2","15922","PLEK,SCIN"
"GO:BP","regulation of actin filament polymerization","GO:0030833","1","0","131","544","2","15922","SCIN,TMSB10"
"GO:BP","mammary gland development","GO:0030879","1","0","49","544","2","15922","JAK2,LRP5"
"GO:BP","regulation of B cell proliferation","GO:0030888","1","0","44","544","6","15922","CD74,CD38,CTLA4,TNFSF13B,GPR183,TNFRSF21"
"GO:BP","negative regulation of B cell proliferation","GO:0030889","1","0","12","544","2","15922","CTLA4,TNFRSF21"
"GO:BP","positive regulation of B cell proliferation","GO:0030890","1","0","28","544","4","15922","CD74,CD38,TNFSF13B,GPR183"
"GO:BP","positive regulation of histone methylation","GO:0031062","1","0","32","544","1","15922","BRCA1"
"GO:BP","negative regulation of histone methylation","GO:0031061","1","0","14","544","1","15922","BRCA1"
"GO:BP","regulation of histone methylation","GO:0031060","1","0","55","544","1","15922","BRCA1"
"GO:BP","positive regulation of histone modification","GO:0031058","1","0","69","544","2","15922","MUC1,BRCA1"
"GO:BP","negative regulation of histone modification","GO:0031057","1","0","34","544","1","15922","BRCA1"
"GO:BP","regulation of histone modification","GO:0031056","1","0","112","544","3","15922","CAMK2D,MUC1,BRCA1"
"GO:BP","chromatin remodeling at centromere","GO:0031055","1","0","45","544","4","15922","HELLS,CENPM,OIP5,CENPU"
"GO:BP","dsRNA processing","GO:0031050","1","0","46","544","1","15922","ZC3H12A"
"GO:BP","regulation of mitotic metaphase/anaphase transition","GO:0030071","1","0","52","544","2","15922","CDC6,CDT1"
"GO:BP","chromatin silencing by small RNA","GO:0031048","1","0","3","544","1","15922","ZNFX1"
"GO:BP","actomyosin structure organization","GO:0031032","1","0","164","544","6","15922","MYOZ2,NRP1,FRMD3,EDN1,ANLN,S100A10"
"GO:BP","microtubule organizing center organization","GO:0031023","1","0","125","544","6","15922","PCLAF,ATF5,CDK1,XRCC2,BRCA1,KIF11"
"GO:BP","pancreas development","GO:0031016","1","0","40","544","1","15922","DNAAF1"
"GO:BP","endoplasmic reticulum unfolded protein response","GO:0030968","1","0","115","544","3","15922","ATF3,AGR2,BCL2L11"
"GO:BP","astral microtubule organization","GO:0030953","1","0","8","544","1","15922","LIMK2"
"GO:BP","hindbrain development","GO:0030902","1","0","50","544","2","15922","ATP1B2,ATF5"
"GO:BP","midbrain development","GO:0030901","1","0","68","544","2","15922","PADI2,INA"
"GO:BP","forebrain development","GO:0030900","1","0","140","544","7","15922","ATP1B2,LRRK2,EPHB3,HESX1,B2M,RAPGEF2,C21ORF91"
"GO:BP","gene silencing by RNA","GO:0031047","1","0","397","544","4","15922","ZC3H12A,ZNFX1,PIWIL4,MIR503"
"GO:BP","positive regulation of protein ubiquitination","GO:0031398","1","0","101","544","6","15922","LRRK2,SEPTIN4,NOD2,RIPK2,FAM107A,BRCA1"
"GO:BP","actin filament-based movement","GO:0030048","1","0","131","544","6","15922","PDE4B,KCNJ2,CAMK2D,SRI,SCN4B,ANK2"
"GO:BP","actin filament polymerization","GO:0030041","1","0","149","544","5","15922","MSRB1,JAK2,SCIN,TMSB10,FAM107A"
"GO:BP","alditol metabolic process","GO:0019400","1","0","14","544","1","15922","GK"
"GO:BP","fatty acid oxidation","GO:0019395","1","0","84","544","1","15922","PDK4"
"GO:BP","epoxygenase P450 pathway","GO:0019373","1","0","20","544","1","15922","CYP1A1"
"GO:BP","lipoxygenase pathway","GO:0019372","1","0","15","544","1","15922","LTC4S"
"GO:BP","leukotriene biosynthetic process","GO:0019370","1","0","17","544","1","15922","LTC4S"
"GO:BP","arachidonic acid metabolic process","GO:0019369","1","0","50","544","1","15922","CYP1A1"
"GO:BP","pyridine nucleotide biosynthetic process","GO:0019363","1","0","26","544","3","15922","IDO1,IDO2,PARP10"
"GO:BP","pyridine nucleotide metabolic process","GO:0019362","1","0","29","544","3","15922","IDO1,IDO2,PARP10"
"GO:BP","nicotinamide nucleotide biosynthetic process","GO:0019359","1","0","26","544","3","15922","IDO1,IDO2,PARP10"
"GO:BP","hexose catabolic process","GO:0019320","1","0","52","544","1","15922","LRP5"
"GO:BP","hexose biosynthetic process","GO:0019319","1","0","71","544","1","15922","G6PC"
"GO:BP","hexose metabolic process","GO:0019318","1","0","175","544","6","15922","G6PC,PDK4,GHRL,LRP5,PMAIP1,SLC45A3"
"GO:BP","sensory perception of pain","GO:0019233","1","0","39","544","2","15922","P2RX7,P2RX4"
"GO:BP","regulation of vasoconstriction","GO:0019229","1","0","31","544","1","15922","AGT"
"GO:BP","transmission of nerve impulse","GO:0019226","1","0","40","544","2","15922","TYMP,SPTBN4"
"GO:BP","regulation of metabolic process","GO:0019222","1","0","5578","544","193","15922","IRF1,MYOZ2,IL31RA,PSME2,AIM2,LBH,ASCL2,CD40,WARS1,GBP1,CD74,P2RX7,CIITA,CALCOCO2,SOCS1,LRRK2,ETV7,SEPTIN4,GCH1,PSMB9,GSAP,CD38,IL15,SERPING1,LAMP3,TBX21,CXCL10,NOD2,CEACAM1,PID1,CCL13,PLEK,HGF,RHEBL1,NLRC5,TNFSF10,ATP13A2,PSME1,ACOD1,BATF2,BANK1,CHRD,EGR2,PDK4,ATF3,TNFRSF11A,DEPTOR,LMTK2,CCNE2,PADI2,TMEM119,OPTN,STAT1,HCAR2,JAK2,CX3CR1,PSMB10,H2AC19,NUB1,AGT,ADAM8,PIM1,IFI27,TESC,RIPK2,TLR8,E2F2,ONECUT2,E2F8,OVOL1,BATF3,SLC11A1,STAT2,EPHB3,ATP6V0D2,CCL7,GPR183,TAPBP,NRP1,BHLHE41,IL27,FAS,ACSL1,AGR2,PSMB8,E2F1,XRN1,CD28,AOC3,MYBL2,CAMK2D,CYP1A1,SPTBN4,ICAM1,CASZ1,NECAB2,RMI2,KLF4,SSBP3,TOX2,GHRL,MUC1,ARNTL2,CCL15,RRM2,CDKN2C,SAMD4A,TNFSF18,CD80,SOAT1,TYMS,CDC45,TAL1,EPAS1,TRIM22,CDC25A,PML,FAM20A,TNFRSF21,CDC6,PKIB,RNF19B,ZNF367,CCL8,C3,CLSPN,MEFV,SCIMP,ATP8B1,ZC3H12A,TICRR,JAK3,PARP10,CYLD,EBF4,P2RX4,DAB2,MCM7,RAPGEF2,CASP4,ALAS1,DRAM1,STAP1,ZNFX1,TCF19,ATF5,IRF7,DSCC1,CARD16,HELLS,SLC2A6,ESCO2,CDT1,LRP5,TNFAIP8L3,MMP9,CDH5,LACTB,ENPP2,RALB,ADORA3,FAXDC2,BTN2A2,EDN1,PDE3B,VEGFC,GTPBP1,SESN3,SLAMF1,NCF1,DTX3L,NRK,PKMYT1,PIWIL4,MIR503,CDK1,FAM107A,BIRC5,PMAIP1,SLC45A3,MVP,DHFR,SBNO2,GADD45B,BRCA1,DTL,ANK2,TRIM31,IL22RA2,TTC39B,MAFF,MICAL2,CCNA2"
"GO:BP","regulation of nucleobase-containing compound metabolic process","GO:0019219","1","0","3107","544","102","15922","IRF1,MYOZ2,IL31RA,PSME2,AIM2,LBH,ASCL2,CD40,CD74,P2RX7,CIITA,ETV7,PSMB9,CD38,TBX21,CXCL10,NOD2,PID1,HGF,RHEBL1,NLRC5,PSME1,ACOD1,BATF2,CHRD,EGR2,PDK4,ATF3,TNFRSF11A,PADI2,STAT1,CX3CR1,PSMB10,H2AC19,AGT,ADAM8,PIM1,IFI27,TESC,RIPK2,E2F2,ONECUT2,E2F8,OVOL1,BATF3,SLC11A1,STAT2,BHLHE41,PSMB8,E2F1,XRN1,MYBL2,CAMK2D,CASZ1,RMI2,KLF4,SSBP3,TOX2,MUC1,ARNTL2,RRM2,SAMD4A,TNFSF18,CD80,TYMS,CDC45,TAL1,EPAS1,TRIM22,PML,CDC6,PKIB,ZNF367,ATP8B1,ZC3H12A,TICRR,PARP10,CYLD,EBF4,DAB2,ZNFX1,ATF5,IRF7,DSCC1,CARD16,HELLS,SLC2A6,CDT1,LRP5,CDH5,ADORA3,EDN1,GTPBP1,NCF1,DTX3L,BIRC5,DHFR,SBNO2,BRCA1,TRIM31,MAFF,MICAL2"
"GO:BP","sulfur oxidation","GO:0019417","1","0","2","544","1","15922","MICAL2"
"GO:BP","regulation of steroid metabolic process","GO:0019218","1","0","103","544","2","15922","AGT,TTC39B"
"GO:BP","sulfide oxidation","GO:0019418","1","0","6","544","1","15922","SQOR"
"GO:BP","triglyceride biosynthetic process","GO:0019432","1","0","36","544","3","15922","GK,C3,DGAT2"
"GO:BP","stem cell population maintenance","GO:0019827","1","0","90","544","1","15922","KLF4"
"GO:BP","carboxylic acid metabolic process","GO:0019752","1","0","906","544","30","15922","IDO1,PSME2,WARS1,CD74,P2RX7,PSMB9,CEACAM1,PSME1,LTC4S,PDK4,IDO2,PSMB10,IL4I1,ACSL1,PSMB8,CYP1A1,HSD3B7,OSBPL6,TYMS,ACOT4,LYVE1,MTHFD2,SLC2A6,PPA1,EDN1,DHRS9,SLC45A3,SGPL1,DHFR,BRCA1"
"GO:BP","polyol metabolic process","GO:0019751","1","0","96","544","4","15922","GCH1,GK,PLEK,DHFR"
"GO:BP","secondary metabolic process","GO:0019748","1","0","44","544","2","15922","SQOR,RAPGEF2"
"GO:BP","antibacterial humoral response","GO:0019731","1","0","45","544","2","15922","HLA-E,H2BC21"
"GO:BP","antimicrobial humoral response","GO:0019730","1","0","121","544","8","15922","CXCL11,CXCL10,CCL13,HLA-E,ACOD1,CXCL9,SLC11A1,H2BC21"
"GO:BP","cellular homeostasis","GO:0019725","1","0","734","544","37","15922","ATP1B2,CD40,P2RX7,LRRK2,CXCL11,TRDN,CXCL10,HLA-DRB1,CCL13,ATP13A2,SLC31A2,ABCG2,CXCL9,CX3CR1,SLC12A3,SLC11A1,ATP6V0D2,CCL7,KCNJ2,CAMK2D,GHRL,CCL15,TGM2,PML,SRI,CCL8,CCRL2,P2RX4,RAB20,LRP5,CDH5,CYSLTR1,EDN1,NCF1,CXCR3,ANK2,DGAT2"
"GO:BP","B cell mediated immunity","GO:0019724","1","0","169","544","7","15922","CD74,C1QB,HLA-DRB1,HLA-E,TLR8,C2,C1S"
"GO:BP","calcium-mediated signaling","GO:0019722","1","0","189","544","16","15922","MYOZ2,GBP1,P2RX7,LRRK2,TRDN,PLEK,CX3CR1,CAMK2D,VCAM1,SRI,CCRL2,P2RX4,MCTP2,EDN1,CXCR3,ANK2"
"GO:BP","ribose phosphate metabolic process","GO:0019693","1","0","343","544","13","15922","P2RX7,LRRK2,PID1,PDK4,GIMAP7,ACSL1,VPS9D1,ACOT4,SLC2A6,NPR1,SULT1C2,GTPBP1,DGAT2"
"GO:BP","deoxyribose phosphate metabolic process","GO:0019692","1","0","25","544","1","15922","TYMS"
"GO:BP","NAD metabolic process","GO:0019674","1","0","45","544","1","15922","CD38"
"GO:BP","organophosphate metabolic process","GO:0019637","1","0","893","544","34","15922","PLAAT4,IDO1,P2RX7,SOCS1,LRRK2,GK,NOD2,PID1,G6PC,PLEK,PDK4,IDO2,LCLAT1,PLAAT3,GIMAP7,ACSL1,AK1,VPS9D1,RRM2,TYMS,PARP10,ACOT4,PLB1,PLPP4,PLA1A,SLC2A6,NPR1,SULT1C2,TNFAIP8L3,ENPP2,GTPBP1,CISH,PCYT1A,DGAT2"
"GO:BP","protein metabolic process","GO:0019538","1","0","4884","544","163","15922","APOL1,IL31RA,UBD,PSME2,AIM2,LBH,CD40,WARS1,GBP1,C4A,CD74,P2RX7,SOCS1,LRRK2,SEPTIN4,ITK,PSMB9,GSAP,FBXO6,IL15,SERPING1,LAMP3,TBX21,ERAP2,GOLM1,NOD2,CEACAM1,PID1,CCL13,HGF,TNFSF10,ATP13A2,PSME1,IL3RA,LAP3,BANK1,EGR2,TNFRSF11A,DEPTOR,LMTK2,HLA-A,CCNE2,PADI2,TMEM119,TRIM17,LIMK2,MSRB1,JAK2,CX3CR1,PSMB10,NUB1,AGT,ADAM8,PIM1,IFI27,TESC,RIPK2,TLR8,LONRF1,UBE2L6,GALNT18,SLC11A1,STAT2,EPHB3,CCL7,GPR183,NRP1,IL27,FAS,PSMB8,CD28,CAMK2D,SPTBN4,ICAM1,KITLG,STAMBPL1,NECAB2,KLF4,GHRL,MUC1,CCL15,DAPP1,TGM2,JADE2,CDKN2C,SAMD4A,ART3,FLT3LG,TNFSF18,CD80,SOAT1,TYMS,XYLT1,EPAS1,CDC25A,PML,FAM20A,CSF2RB,CDC6,PKIB,RNF19B,B2M,CCL8,C3,CLSPN,MEFV,SCIMP,RASGRF1,ZC3H12A,CTSS,JAK3,PARP10,CYLD,DAB2,RAPGEF2,CASP4,STAP1,PARP12,DSCC1,CARD16,TRIM69,CASP7,ESCO2,SCG3,TMTC1,LRP5,TNFAIP8L3,MMP9,CDH5,CTSO,LACTB,ENPP2,RALB,PPA1,FEM1C,FAXDC2,EDN1,C1RL,VEGFC,IFIH1,PGA5,GTPBP1,SDC2,SLAMF1,NCF1,DTX3L,NRK,PKMYT1,MIR503,CDK1,FAM107A,BIRC5,PMAIP1,HBEGF,CISH,MVP,DHFR,GADD45B,BRCA1,DTL,IL22RA2,NUCB1,CCNA2"
"GO:BP","tryptophan catabolic process to kynurenine","GO:0019441","1","0","5","544","2","15922","IDO1,IDO2"
"GO:BP","aromatic compound catabolic process","GO:0019439","1","0","557","544","21","15922","IDO1,PSME2,PSMB9,PSME1,ISG20,IDO2,PSMB10,DPYS,IL4I1,SLC11A1,PSMB8,E2F1,XRN1,TYMP,SIDT2,ENPP4,SAMD4A,APOBEC3G,ZC3H12A,FEN1,GTPBP1"
"GO:BP","aromatic compound biosynthetic process","GO:0019438","1","0","3236","544","113","15922","IRF1,MYOZ2,IL31RA,IDO1,PSME2,AIM2,LBH,ASCL2,CD40,CD74,CIITA,ETV7,GCH1,PSMB9,CD38,TBX21,CXCL10,NOD2,PID1,HGF,RHEBL1,NLRC5,PSME1,ACOD1,BATF2,CHRD,EGR2,PDK4,ATF3,TNFRSF11A,NMI,IDO2,PADI2,STAT1,CX3CR1,PSMB10,H2AC19,AGT,ADAM8,PIM1,IFI27,TESC,RIPK2,E2F2,ONECUT2,UBE2L6,E2F8,OVOL1,BATF3,SLC11A1,STAT2,BHLHE41,ACSL1,PSMB8,E2F1,XRN1,MYBL2,CAMK2D,TYMP,AK1,CASZ1,KLF4,SSBP3,TOX2,MUC1,ARNTL2,VPS9D1,RRM2,TNFSF18,CD80,TYMS,CDC45,TAL1,EPAS1,TRIM22,PML,CDC6,PKIB,ZNF367,PCLAF,ATP8B1,ZC3H12A,PARP10,CYLD,EBF4,MAF,DAB2,RAPGEF2,ALAS1,TK1,ZNFX1,ATF5,IRF7,DSCC1,CARD16,HELLS,NPR1,CDT1,LRP5,CDH5,ADORA3,EDN1,NCF1,DTX3L,CDK1,BIRC5,DHFR,SBNO2,BRCA1,DTL,TRIM31,MAFF,MICAL2"
"GO:BP","removal of superoxide radicals","GO:0019430","1","0","19","544","2","15922","GCH1,DHFR"
"GO:BP","cytolysis","GO:0019835","1","0","23","544","3","15922","APOL1,P2RX7,GSDMD"
"GO:BP","regulation of fatty acid metabolic process","GO:0019217","1","0","75","544","5","15922","CD74,CEACAM1,PDK4,SLC45A3,BRCA1"
"GO:BP","nonribosomal peptide biosynthetic process","GO:0019184","1","0","13","544","1","15922","CNDP2"
"GO:BP","peptidyl-arginine ADP-ribosylation","GO:0018120","1","0","4","544","1","15922","ART3"
"GO:BP","peptidyl-threonine phosphorylation","GO:0018107","1","0","104","544","5","15922","LRRK2,LMTK2,RIPK2,CAMK2D,CDK1"
"GO:BP","peptidyl-serine phosphorylation","GO:0018105","1","0","254","544","7","15922","LRRK2,LMTK2,RIPK2,CAMK2D,SPTBN4,CLSPN,CDK1"
"GO:BP","protein citrullination","GO:0018101","1","0","5","544","1","15922","PADI2"
"GO:BP","peptidyl-lysine methylation","GO:0018022","1","0","94","544","1","15922","BRCA1"
"GO:BP","regulation of calcium ion-dependent exocytosis","GO:0017158","1","0","34","544","2","15922","SYT1,SYT6"
"GO:BP","regulation of exocytosis","GO:0017157","1","0","143","544","8","15922","LRRK2,SEPTIN4,HLA-F,CEACAM1,ATP13A2,SYT1,SYT6,RALB"
"GO:BP","calcium-ion regulated exocytosis","GO:0017156","1","0","50","544","3","15922","SYT1,SCIN,SYT6"
"GO:BP","negative regulation of translation","GO:0017148","1","0","197","544","5","15922","SAMD4A,TYMS,ZC3H12A,MIR503,DHFR"
"GO:BP","drug metabolic process","GO:0017144","1","0","499","544","17","15922","GCH1,PID1,JAK2,CX3CR1,DPYS,IL4I1,ACSL1,CYP1A1,KLF4,VPS9D1,SQOR,ZC3H12A,P2RX4,MTHFD2,EDN1,DHRS9,DHFR"
"GO:BP","plasma membrane phospholipid scrambling","GO:0017121","1","0","14","544","1","15922","P2RX7"
"GO:BP","response to insecticide","GO:0017085","1","0","5","544","1","15922","ZC3H12A"
"GO:BP","protein import","GO:0017038","1","0","155","544","1","15922","ZC3H12A"
"GO:BP","regulation of transforming growth factor beta receptor signaling pathway","GO:0017015","1","0","96","544","1","15922","DAB2"
"GO:BP","cytochrome complex assembly","GO:0017004","1","0","34","544","1","15922","SCO2"
"GO:BP","protein sumoylation","GO:0016925","1","0","71","544","2","15922","EGR2,IFIH1"
"GO:BP","Rac protein signal transduction","GO:0016601","1","0","27","544","1","15922","RASGRF1"
"GO:BP","heterocycle biosynthetic process","GO:0018130","1","0","3235","544","112","15922","IRF1,MYOZ2,IL31RA,IDO1,PSME2,AIM2,LBH,ASCL2,CD40,CD74,CIITA,ETV7,GCH1,PSMB9,CD38,TBX21,CXCL10,NOD2,PID1,HGF,RHEBL1,NLRC5,PSME1,ACOD1,BATF2,CHRD,EGR2,PDK4,ATF3,TNFRSF11A,NMI,IDO2,PADI2,STAT1,CX3CR1,PSMB10,H2AC19,AGT,ADAM8,PIM1,IFI27,TESC,RIPK2,E2F2,ONECUT2,UBE2L6,E2F8,OVOL1,BATF3,SLC11A1,STAT2,BHLHE41,ACSL1,PSMB8,E2F1,XRN1,MYBL2,CAMK2D,TYMP,AK1,CASZ1,KLF4,SSBP3,TOX2,MUC1,ARNTL2,VPS9D1,RRM2,TNFSF18,CD80,TYMS,CDC45,TAL1,EPAS1,TRIM22,PML,CDC6,PKIB,ZNF367,PCLAF,ATP8B1,ZC3H12A,PARP10,CYLD,EBF4,MAF,DAB2,ALAS1,TK1,ZNFX1,ATF5,IRF7,DSCC1,CARD16,HELLS,NPR1,CDT1,LRP5,CDH5,ADORA3,EDN1,NCF1,DTX3L,CDK1,BIRC5,DHFR,SBNO2,BRCA1,DTL,TRIM31,MAFF,MICAL2"
"GO:BP","regulation of lipid metabolic process","GO:0019216","1","0","334","544","17","15922","CD74,NOD2,CEACAM1,PDK4,HCAR2,AGT,ACSL1,CYP1A1,TNFRSF21,C3,ALAS1,TNFAIP8L3,LACTB,PDE3B,SLC45A3,BRCA1,TTC39B"
"GO:BP","peptide cross-linking","GO:0018149","1","0","29","544","1","15922","TGM2"
"GO:BP","peptidyl-arginine modification","GO:0018195","1","0","23","544","2","15922","PADI2,ART3"
"GO:BP","viral transcription","GO:0019083","1","0","177","544","1","15922","TRIM31"
"GO:BP","viral gene expression","GO:0019080","1","0","194","544","1","15922","TRIM31"
"GO:BP","viral release from host cell","GO:0019076","1","0","33","544","2","15922","PML,TRIM31"
"GO:BP","virion assembly","GO:0019068","1","0","39","544","1","15922","USP6NL"
"GO:BP","virion attachment to host cell","GO:0019062","1","0","9","544","1","15922","ICAM1"
